,Alert,Date,Time,Lat,Long,Vehicle,Speed,Likelihood of Collision,likely_collision,not_likely_collision,Head-on collision,Rear-end collision,Side-impact collision,Pedestrian collision,Multi-vehicle collision,Hit-and-run collision,Wrong-way collision
16932,3,8/15/2022,7:52:45,12.965316,80.188372,3143,22,0.7573087822899409,1,0,0,0,0,0,0,0,0
16933,1,8/15/2022,7:52:48,13.009924,80.22656,805,46,0.7104377950783,1,0,0,0,0,0,0,0,0
16934,1,8/15/2022,7:52:58,13.009924,80.22656,805,46,0.7104377950783,1,0,0,0,0,0,0,0,0
16935,1,8/15/2022,7:53:12,13.010719,80.224853,805,43,0.7429584800410234,1,0,0,0,0,0,0,0,0
16936,1,8/15/2022,7:53:22,13.011374,80.223248,805,35,0.7907097693897436,1,0,0,0,0,0,0,0,0
16937,1,8/15/2022,7:53:30,13.011374,80.223248,805,35,0.7907097693897436,1,0,0,0,0,0,0,0,0
16938,1,8/15/2022,7:54:11,13.011679,80.219486,805,38,0.7797835975333117,1,0,0,0,0,0,0,0,0
16939,1,8/15/2022,7:54:30,12.686303,79.983403,2846,11,0.6713273994117842,1,0,0,1,0,0,0,0,0
16940,1,8/15/2022,7:54:32,13.011212,80.218039,805,31,0.7945930808981031,1,0,0,0,0,0,0,0,0
16941,1,8/15/2022,7:54:46,13.010703,80.21676,805,34,0.7929548915594664,1,0,0,0,0,0,0,0,0
16942,1,8/15/2022,7:55:49,13.008287,80.209909,805,45,0.7225666644077354,1,0,0,0,0,0,0,0,0
16943,2,8/15/2022,7:55:58,13.007984,80.208474,805,56,0.5585240961250312,1,0,0,0,0,0,0,0,0
16944,0,8/15/2022,7:56:04,13.007984,80.208474,805,56,0.5585240961250312,1,0,0,0,0,0,0,0,0
16945,2,8/15/2022,7:56:22,13.007456,80.205659,805,44,0.7329454382023879,1,0,0,0,0,0,0,0,0
16946,3,8/15/2022,7:56:45,12.955925,80.187013,3143,6,0.5721661347761139,1,0,0,0,0,0,0,0,0
16947,1,8/15/2022,7:57:14,12.954147,80.186749,3143,39,0.7407367917326274,1,0,0,0,0,0,0,0,0
16948,1,8/15/2022,7:58:26,13.001686,80.19642,805,43,0.739306430720419,1,0,0,0,0,0,0,0,0
16949,1,8/15/2022,7:58:37,13.001686,80.19642,805,43,0.739306430720419,1,0,0,0,0,0,0,0,0
16950,2,8/15/2022,7:59:04,12.998831,80.192735,805,58,0.5127829406931131,1,0,0,0,0,0,0,0,0
16951,2,8/15/2022,7:59:22,12.996986,80.190421,805,58,0.5108021107273814,1,0,0,0,0,0,0,0,0
16952,1,8/15/2022,8:00:15,12.995145,80.187873,805,36,0.7827889902289203,1,0,0,0,0,0,0,0,0
16953,1,8/15/2022,8:00:39,12.944927,80.183127,3143,27,0.7756842756473267,1,0,0,0,0,0,0,0,0
16954,1,8/15/2022,8:00:49,12.993987,80.18561,805,25,0.7756782608580588,1,0,0,0,0,0,0,0,0
16955,1,8/15/2022,8:00:59,12.993195,80.184134,805,47,0.6882444227817955,1,0,0,0,0,0,0,0,0
16956,1,8/15/2022,8:01:02,12.943752,80.183024,3143,22,0.7565203577742444,1,0,0,0,0,0,0,0,0
16957,1,8/15/2022,8:01:14,12.992342,80.182628,805,46,0.7003302530332582,1,0,0,0,0,0,0,0,0
16958,2,8/15/2022,8:01:26,12.991188,80.181098,805,48,0.6732114637186367,1,0,0,0,0,0,0,0,0
16959,1,8/15/2022,8:02:47,12.938519,80.182398,3143,29,0.7756484269554621,1,0,0,0,0,0,0,0,0
16960,1,8/15/2022,8:02:50,12.938519,80.182398,3143,29,0.7756484269554621,1,0,0,0,0,0,0,0,0
16961,1,8/15/2022,8:02:50,12.938519,80.182398,3143,29,0.7756484269554621,1,0,0,0,0,0,0,0,0
16962,1,8/15/2022,8:02:59,12.989382,80.178949,805,31,0.7904091835588214,1,0,0,0,0,0,0,0,0
16963,1,8/15/2022,8:03:02,12.988411,80.177666,805,40,0.7572963706925614,1,0,0,0,0,0,0,0,0
16964,1,8/15/2022,8:03:39,12.986729,80.175447,805,18,0.723584527344067,1,0,0,1,0,0,0,0,0
16965,1,8/15/2022,8:04:03,12.986172,80.17451,805,30,0.7892723412186587,1,0,0,0,0,0,0,0,0
16966,1,8/15/2022,8:04:14,12.985337,80.17329,805,40,0.7556933270770493,1,0,0,0,0,0,0,0,0
16967,1,8/15/2022,8:04:30,12.984478,80.171899,805,36,0.7788521556883446,1,0,0,0,0,0,0,0,0
16968,1,8/15/2022,8:04:33,12.984478,80.171899,805,36,0.7788521556883446,1,0,0,0,0,0,0,0,0
16969,1,8/15/2022,8:04:41,12.983707,80.170604,805,41,0.7468081521573161,1,0,0,0,0,0,0,0,0
16970,1,8/15/2022,8:04:48,12.983707,80.170604,805,41,0.7468081521573161,1,0,0,0,0,0,0,0,0
16971,1,8/15/2022,8:05:24,12.980838,80.165774,805,51,0.6190617807650658,1,0,0,0,0,0,0,0,0
16972,1,8/15/2022,8:06:00,12.928593,80.182052,3143,21,0.7498379854656995,1,0,0,0,0,0,0,0,0
16973,1,8/15/2022,8:06:13,12.928593,80.182052,3143,21,0.7498379854656995,1,0,0,0,0,0,0,0,0
16974,2,8/15/2022,8:06:38,12.979718,80.162571,805,33,0.7864049351966447,1,0,0,0,0,0,0,0,0
16975,2,8/15/2022,8:07:21,12.977032,80.158703,805,57,0.509489276274726,1,0,0,0,0,0,0,0,0
16976,1,8/15/2022,8:07:34,12.974507,80.154955,805,52,0.5968617431928623,1,0,0,0,0,0,0,0,0
16977,1,8/15/2022,8:08:09,12.972464,80.151918,805,45,0.6983266361153712,1,0,0,0,0,0,0,0,0
16978,1,8/15/2022,8:08:42,12.970198,80.15051,805,1,0.48362921631530276,0,1,0,1,0,0,0,0,0
16979,1,8/15/2022,8:08:53,12.969587,80.150235,805,30,0.7859346009568178,1,0,0,0,0,0,0,0,0
16980,1,8/15/2022,8:09:01,12.969587,80.150235,805,30,0.7859346009568178,1,0,0,0,0,0,0,0,0
16981,1,8/15/2022,8:09:25,12.920067,80.183455,3143,17,0.7195919839810383,1,0,0,1,0,0,0,0,0
16982,3,8/15/2022,8:10:17,12.919107,80.179388,3143,31,0.7657948840194194,1,0,0,0,0,0,0,0,0
16983,2,8/15/2022,8:10:52,12.964982,80.148036,805,43,0.7153013682479894,1,0,0,0,0,0,0,0,0
16984,2,8/15/2022,8:10:59,12.918556,80.175823,3143,33,0.7584786409150018,1,0,0,0,0,0,0,0,0
16985,1,8/15/2022,8:11:52,12.961313,80.145972,805,13,0.6699846609143255,1,0,0,1,0,0,0,0,0
16986,1,8/15/2022,8:12:14,12.960312,80.145447,805,38,0.7565895971920481,1,0,0,0,0,0,0,0,0
16987,0,8/15/2022,8:12:19,12.92081,80.167925,3143,2,0.5163846030868704,1,0,0,0,0,0,0,0,0
16988,1,8/15/2022,8:13:09,12.955169,80.142787,805,36,0.7659348216238734,1,0,0,0,0,0,0,0,0
16989,1,8/15/2022,8:14:37,12.951007,80.140073,805,1,0.4890658913813531,0,1,0,1,0,0,0,0,0
16990,1,8/15/2022,8:14:53,12.950784,80.139927,805,18,0.7261374085347398,1,0,0,1,0,0,0,0,0
16991,1,8/15/2022,8:15:02,12.949675,80.139056,805,44,0.6910235637278697,1,0,0,0,0,0,0,0,0
16992,1,8/15/2022,8:15:41,12.947328,80.137241,805,1,0.4900611666810504,0,1,0,1,0,0,0,0,0
16993,2,8/15/2022,8:15:51,12.947116,80.137072,805,19,0.7351014574645031,1,0,0,0,0,0,0,0,0
16994,1,8/15/2022,8:16:27,12.944125,80.134724,805,47,0.6449964007002711,1,0,0,0,0,0,0,0,0
16995,1,8/15/2022,8:16:29,12.922509,80.14752,3143,18,0.7278240531102387,1,0,0,1,0,0,0,0,0
16996,1,8/15/2022,8:16:50,12.941634,80.132335,805,41,0.7188096518257161,1,0,0,0,0,0,0,0,0
16997,1,8/15/2022,8:16:53,12.941634,80.132335,805,41,0.7188096518257161,1,0,0,0,0,0,0,0,0
16998,1,8/15/2022,8:17:10,12.940479,80.131124,805,45,0.6701749187778008,1,0,0,0,0,0,0,0,0
16999,1,8/15/2022,8:17:52,12.937569,80.12846,805,16,0.7076232793043367,1,0,0,1,0,0,0,0,0
17000,1,8/15/2022,8:18:09,12.936959,80.127908,805,32,0.7739002816231458,1,0,0,0,0,0,0,0,0
17001,1,8/15/2022,8:18:13,12.936959,80.127908,805,32,0.7739002816231458,1,0,0,0,0,0,0,0,0
17002,1,8/15/2022,8:18:14,12.936959,80.127908,805,32,0.7739002816231458,1,0,0,0,0,0,0,0,0
17003,1,8/15/2022,8:18:18,12.922417,80.142304,3143,6,0.5792407914908966,1,0,0,1,0,0,0,0,0
17004,1,8/15/2022,8:18:42,12.934426,80.12566,805,44,0.6782264299069802,1,0,0,0,0,0,0,0,0
17005,1,8/15/2022,8:19:18,12.93201,80.123338,805,31,0.7743703717715066,1,0,0,0,0,0,0,0,0
17006,1,8/15/2022,8:20:53,12.926821,80.118077,805,10,0.6361517570449762,1,0,0,1,0,0,0,0,0
17007,1,8/15/2022,8:21:57,12.923422,80.114629,805,15,0.6984126221382132,1,0,0,1,0,0,0,0,0
17008,1,8/15/2022,8:22:35,12.922294,80.113494,805,41,0.7047894598234894,1,0,0,0,0,0,0,0,0
17009,1,8/15/2022,8:23:00,12.92118,80.11235,805,38,0.7333656993677445,1,0,0,0,0,0,0,0,0
17010,1,8/15/2022,8:23:03,12.919866,80.110959,805,54,0.4996069374564694,0,1,0,0,0,0,0,0,0
17011,1,8/15/2022,8:23:22,12.92289,80.127152,3143,23,0.7606599497503308,1,0,0,0,0,0,0,0,0
17012,1,8/15/2022,8:23:37,12.922961,80.126029,3143,18,0.727607503900843,1,0,0,1,0,0,0,0,0
17013,2,8/15/2022,8:23:58,12.916722,80.106824,805,12,0.6641944267909878,1,0,0,0,0,0,0,0,0
17014,1,8/15/2022,8:24:24,12.923216,80.121251,3143,42,0.6930937674614285,1,0,0,0,0,0,0,0,0
17015,1,8/15/2022,8:24:32,12.916332,80.106072,805,33,0.762626801444724,1,0,0,0,0,0,0,0,0
17016,1,8/15/2022,8:25:02,12.914216,80.102342,805,57,0.4372407446628022,0,1,0,0,0,0,0,0,0
17017,2,8/15/2022,8:25:52,12.923185,80.114551,3143,40,0.7160171048282347,1,0,0,0,0,0,0,0,0
17018,2,8/15/2022,8:26:07,12.922079,80.113448,3143,33,0.7649299903944066,1,0,0,0,0,0,0,0,0
17019,1,8/15/2022,8:26:09,12.909081,80.09889,805,1,0.4998626989337657,0,1,0,1,0,0,0,0,0
17020,1,8/15/2022,8:26:24,12.909018,80.0988,805,9,0.625363572828427,1,0,0,1,0,0,0,0,0
17021,1,8/15/2022,8:26:26,12.909018,80.0988,805,9,0.625363572828427,1,0,0,1,0,0,0,0,0
17022,1,8/15/2022,8:27:08,12.907004,80.096912,805,48,0.5929851340127045,1,0,0,0,0,0,0,0,0
17023,2,8/15/2022,8:27:33,12.917055,80.107312,3143,1,0.49785604102670616,0,1,0,0,0,0,0,0,0
17024,2,8/15/2022,8:27:41,12.916899,80.107007,3143,29,0.7722877605273375,1,0,0,0,0,0,0,0,0
17025,2,8/15/2022,8:27:55,12.903591,80.094364,805,35,0.7457712858729147,1,0,0,0,0,0,0,0,0
17026,3,8/15/2022,8:28:07,12.915988,80.105333,3143,58,0.4201165806914767,0,1,0,0,0,0,0,0,0
17027,1,8/15/2022,8:28:39,12.913341,80.101637,3143,41,0.6984461864964439,1,0,0,0,0,0,0,0,0
17028,1,8/15/2022,8:28:46,12.912554,80.101568,3143,11,0.6519666562963725,1,0,0,1,0,0,0,0,0
17029,1,8/15/2022,8:28:59,12.897847,80.090023,805,11,0.6543529811650795,1,0,0,1,0,0,0,0,0
17030,1,8/15/2022,8:28:59,12.897847,80.090023,805,11,0.6543529811650795,1,0,0,1,0,0,0,0,0
17031,1,8/15/2022,8:29:01,12.897847,80.090023,805,11,0.6543529811650795,1,0,0,1,0,0,0,0,0
17032,1,8/15/2022,8:29:01,12.897847,80.090023,805,11,0.6543529811650795,1,0,0,1,0,0,0,0,0
17033,1,8/15/2022,8:29:02,12.897847,80.090023,805,11,0.6543529811650795,1,0,0,1,0,0,0,0,0
17034,1,8/15/2022,8:29:10,12.897633,80.08981,805,6,0.5834714410955247,1,0,0,1,0,0,0,0,0
17035,1,8/15/2022,8:29:49,12.896804,80.089153,805,30,0.7644784040055516,1,0,0,0,0,0,0,0,0
17036,2,8/15/2022,8:30:03,12.895569,80.088203,805,39,0.7066012585029581,1,0,0,0,0,0,0,0,0
17037,0,8/15/2022,8:30:06,12.895569,80.088203,805,39,0.7066012585029581,1,0,0,0,0,0,0,0,0
17038,1,8/15/2022,8:30:22,12.894125,80.087148,805,47,0.5958807567982751,1,0,0,0,0,0,0,0,0
17039,1,8/15/2022,8:31:03,12.889208,80.084308,805,46,0.6068480941346857,1,0,0,0,0,0,0,0,0
17040,1,8/15/2022,8:31:43,12.734101,79.984399,2846,17,0.7113567830440227,1,0,0,1,0,0,0,0,0
17041,0,8/15/2022,8:31:45,12.909074,80.098924,3143,1,0.49986649754622614,0,1,0,0,0,0,0,0,0
17042,1,8/15/2022,8:31:50,12.906392,80.096494,3143,4,0.5499167629949749,1,0,0,1,0,0,0,0,0
17043,0,8/15/2022,8:32:43,12.725901,79.982207,2846,37,0.5771508182190028,1,0,0,0,0,0,0,0,0
17044,1,8/15/2022,8:34:04,12.897458,80.089558,3143,18,0.728173115769729,1,0,0,1,0,0,0,0,0
17045,1,8/15/2022,8:35:29,12.891298,80.085164,3143,46,0.609137507421069,1,0,0,0,0,0,0,0,0
17046,1,8/15/2022,8:35:42,12.889353,80.084334,3143,59,0.3710158414086548,0,1,0,0,0,0,0,0,0
17047,1,8/15/2022,8:35:42,12.889353,80.084334,3143,59,0.3710158414086548,0,1,0,0,0,0,0,0,0
17048,2,8/15/2022,8:40:29,12.744725,79.993418,2846,51,0.3501595687669056,0,1,0,0,0,0,0,0,0
17049,2,8/15/2022,8:41:10,12.750346,79.998049,2846,58,0.2415170409370495,0,1,0,0,0,0,0,0,0
17050,1,8/15/2022,8:41:44,12.751542,79.998902,2846,58,0.24260656554000834,0,1,0,0,0,0,0,0,0
17051,1,8/15/2022,8:42:16,12.757244,80.002284,2846,56,0.2788231088843443,0,1,0,0,0,0,0,0,0
17052,3,8/15/2022,8:43:31,12.876004,80.084074,805,1,0.5090597104408591,1,0,0,0,0,0,0,0,0
17053,3,8/15/2022,8:43:40,12.876004,80.084074,805,1,0.5090597104408591,1,0,0,0,0,0,0,0,0
17054,1,8/15/2022,8:43:44,12.762899,80.003893,2846,23,0.7273309807993206,1,0,0,0,0,0,0,0,0
17055,1,8/15/2022,8:44:14,12.763712,80.004211,2846,42,0.5360403592999413,1,0,0,0,0,0,0,0,0
17056,2,8/15/2022,8:44:33,12.768583,80.006388,2846,58,0.2592264932099535,0,1,0,0,0,0,0,0,0
17057,2,8/15/2022,8:45:16,12.768583,80.006388,2846,58,0.2592264932099535,0,1,0,0,0,0,0,0,0
17058,1,8/15/2022,8:45:19,12.772412,80.008203,2846,52,0.3641443150944492,0,1,0,0,0,0,0,0,0
17059,1,8/15/2022,8:46:40,12.782995,80.012957,2846,57,0.28985251573272924,0,1,0,0,0,0,0,0,0
17060,2,8/15/2022,8:49:24,12.799356,80.022883,2846,58,0.29044538540465425,0,1,0,0,0,0,0,0,0
17061,1,8/15/2022,8:50:29,12.805491,80.026891,2846,58,0.29678724097304016,0,1,0,0,0,0,0,0,0
17062,1,8/15/2022,8:50:30,12.808099,80.028513,2846,22,0.7401101305854869,1,0,0,0,0,0,0,0,0
17063,2,8/15/2022,8:52:56,12.822445,80.038351,2846,58,0.3146219572849481,0,1,0,0,0,0,0,0,0
17064,2,8/15/2022,8:53:48,12.828144,80.04297,2846,57,0.33799308589614335,0,1,0,0,0,0,0,0,0
17065,1,8/15/2022,8:55:28,12.832854,80.047897,2846,48,0.5089509590926291,1,0,0,0,0,0,0,0,0
17066,1,8/15/2022,8:57:30,12.840754,80.056103,2846,10,0.6505597794117386,1,0,0,1,0,0,0,0,0
17067,1,8/15/2022,9:00:05,12.849474,80.064219,2846,43,0.6117848956031153,1,0,0,0,0,0,0,0,0
17068,1,8/15/2022,9:00:50,12.852788,80.066635,2846,49,0.5129176244866223,1,0,0,0,0,0,0,0,0
17069,1,8/15/2022,9:00:54,12.853779,80.067378,2846,51,0.4770708679637745,0,1,0,0,0,0,0,0,0
17070,2,8/15/2022,9:01:35,12.857232,80.07,2846,57,0.36928953382153484,0,1,0,0,0,0,0,0,0
17071,1,8/15/2022,9:02:10,12.86034,80.072312,2846,28,0.7547700369958634,1,0,0,0,0,0,0,0,0
17072,2,8/15/2022,9:02:43,12.863412,80.073925,2846,58,0.3582544351639023,0,1,0,0,0,0,0,0,0
17073,1,8/15/2022,9:03:22,12.867917,80.075589,2846,40,0.6717449030779814,1,0,0,0,0,0,0,0,0
17074,1,8/15/2022,9:03:41,12.867917,80.075589,2846,40,0.6717449030779814,1,0,0,0,0,0,0,0,0
17075,1,8/15/2022,9:03:59,12.871367,80.076954,2846,52,0.47970201750424857,0,1,0,0,0,0,0,0,0
17076,1,8/15/2022,9:04:14,12.872563,80.077412,2846,54,0.443613727449455,0,1,0,0,0,0,0,0,0
17077,3,8/15/2022,9:04:37,12.87608,80.083109,805,9,0.6318350371258575,1,0,0,0,0,0,0,0,0
17078,3,8/15/2022,9:05:31,12.87608,80.083109,805,9,0.6318350371258575,1,0,0,0,0,0,0,0,0
17079,3,8/15/2022,9:07:34,12.875484,80.084878,805,19,0.7353391564221395,1,0,0,0,0,0,0,0,0
17080,3,8/15/2022,10:05:20,12.875583,80.082848,2846,2,0.5256003840500069,1,0,0,0,0,0,0,0,0
17081,3,8/15/2022,11:02:04,12.8739,80.085008,805,1,0.5097278697991754,1,0,0,0,0,0,0,0,0
17082,3,8/15/2022,11:02:06,12.8739,80.085008,805,1,0.5097278697991754,1,0,0,0,0,0,0,0,0
17083,3,8/15/2022,11:12:20,12.874478,80.084301,805,6,0.5891062140355144,1,0,0,0,0,0,0,0,0
17084,3,8/15/2022,11:24:43,12.875439,80.084715,3143,11,0.6581088782695637,1,0,0,0,0,0,0,0,0
17085,3,8/15/2022,12:29:27,12.876116,80.083122,5339,1,0.5089805353943939,1,0,0,0,0,0,0,0,0
17086,3,8/15/2022,12:30:14,12.875821,80.083975,5339,5,0.5734750982466342,1,0,0,0,0,0,0,0,0
17087,3,8/15/2022,12:30:22,12.875491,80.084366,5339,13,0.6817026222235978,1,0,0,0,0,0,0,0,0
17088,3,8/15/2022,12:30:28,12.875491,80.084366,5339,13,0.6817026222235978,1,0,0,0,0,0,0,0,0
17089,3,8/15/2022,12:30:50,12.875241,80.08366,3143,12,0.6702418451781268,1,0,0,0,0,0,0,0,0
17090,3,8/15/2022,12:46:19,12.874097,80.08458,5339,5,0.5739503624689375,1,0,0,0,0,0,0,0,0
17091,3,8/15/2022,12:47:17,12.875274,80.084772,5339,2,0.5257807108831845,1,0,0,0,0,0,0,0,0
17092,3,8/15/2022,12:47:33,12.875496,80.084338,5339,9,0.6319958977578503,1,0,0,0,0,0,0,0,0
17093,3,8/15/2022,12:47:39,12.875496,80.084338,5339,9,0.6319958977578503,1,0,0,0,0,0,0,0,0
17094,3,8/15/2022,12:47:41,12.875767,80.083882,5339,7,0.603632944064254,1,0,0,0,0,0,0,0,0
17095,3,8/15/2022,12:47:51,12.875767,80.083882,5339,7,0.603632944064254,1,0,0,0,0,0,0,0,0
17096,3,8/15/2022,16:31:59,12.876637,80.084301,5339,26,0.7610279035579876,1,0,0,0,0,0,0,0,0
17097,3,8/15/2022,16:32:03,12.876768,80.084348,805,29,0.7587300140442719,1,0,0,0,0,0,0,0,0
17098,2,8/15/2022,16:34:05,12.869728,80.076522,2846,58,0.3657445659131344,0,1,0,0,0,0,0,0,0
17099,1,8/15/2022,16:34:26,12.881097,80.080613,805,25,0.7611820224595974,1,0,0,0,0,0,0,0,0
17100,2,8/15/2022,16:35:00,12.863579,80.074185,2846,52,0.4699551539101068,0,1,0,0,0,0,0,0,0
17101,1,8/15/2022,16:35:13,12.885823,80.082727,805,46,0.6031566617978336,1,0,0,0,0,0,0,0,0
17102,1,8/15/2022,16:35:51,12.889185,80.084134,805,42,0.6656691424976814,1,0,0,0,0,0,0,0,0
17103,1,8/15/2022,16:36:11,12.890158,80.084543,5339,45,0.6236250513794253,1,0,0,0,0,0,0,0,0
17104,1,8/15/2022,16:36:14,12.892135,80.08545,805,49,0.5596720147613661,1,0,0,0,0,0,0,0,0
17105,1,8/15/2022,16:36:41,12.893858,80.086741,805,52,0.5073924632988153,1,0,0,0,0,0,0,0,0
17106,1,8/15/2022,16:36:46,12.893498,80.08645,5339,56,0.4318432855587862,0,1,0,0,0,0,0,0,0
17107,1,8/15/2022,16:36:48,12.854899,80.068408,2846,57,0.36662986293588645,0,1,0,0,0,0,0,0,0
17108,1,8/15/2022,16:36:59,12.897283,80.089293,805,50,0.5477543358494577,1,0,0,0,0,0,0,0,0
17109,2,8/15/2022,16:37:04,12.853797,80.067581,2846,52,0.45833159164208703,0,1,0,0,0,0,0,0,0
17110,0,8/15/2022,16:37:15,12.898901,80.090522,805,49,0.5671863035332746,1,0,0,0,0,0,0,0,0
17111,1,8/15/2022,16:37:25,12.851717,80.066071,2846,51,0.4746092767188054,0,1,0,0,0,0,0,0,0
17112,1,8/15/2022,16:37:47,12.90199,80.092845,805,53,0.4982920919966903,0,1,0,0,0,0,0,0,0
17113,1,8/15/2022,16:37:55,12.90199,80.092845,805,53,0.4982920919966903,0,1,0,0,0,0,0,0,0
17114,1,8/15/2022,16:38:00,12.846706,80.062458,2846,42,0.6241945747561936,1,0,0,0,0,0,0,0,0
17115,1,8/15/2022,16:38:24,12.903542,80.094156,5339,50,0.5547735654435553,1,0,0,0,0,0,0,0,0
17116,2,8/15/2022,16:38:31,12.905171,80.095359,805,41,0.6919019077691412,1,0,0,0,0,0,0,0,0
17117,1,8/15/2022,16:39:20,12.908901,80.098274,805,1,0.49988689791042323,0,1,0,1,0,0,0,0,0
17118,1,8/15/2022,16:39:20,12.908901,80.098274,805,1,0.49988689791042323,0,1,0,1,0,0,0,0,0
17119,1,8/15/2022,16:39:37,12.909498,80.099151,805,28,0.7706056395519248,1,0,0,0,0,0,0,0,0
17120,1,8/15/2022,16:40:27,12.842138,80.057962,2846,48,0.5190165384503214,1,0,0,0,0,0,0,0,0
17121,0,8/15/2022,16:40:45,12.842138,80.057962,2846,48,0.5190165384503214,1,0,0,0,0,0,0,0,0
17122,2,8/15/2022,16:40:56,12.91548,80.102598,805,62,0.3463028784768693,0,1,0,0,0,0,0,0,0
17123,1,8/15/2022,16:40:58,12.839102,80.05471,2846,52,0.4414782225592932,0,1,0,0,0,0,0,0,0
17124,2,8/15/2022,16:41:00,12.91548,80.102598,805,62,0.3463028784768693,0,1,0,0,0,0,0,0,0
17125,1,8/15/2022,16:41:07,12.911555,80.101312,5339,17,0.7191292590963976,1,0,0,1,0,0,0,0,0
17126,1,8/15/2022,16:41:08,12.911555,80.101312,5339,17,0.7191292590963976,1,0,0,1,0,0,0,0,0
17127,1,8/15/2022,16:41:08,12.911555,80.101312,5339,17,0.7191292590963976,1,0,0,1,0,0,0,0,0
17128,2,8/15/2022,16:41:34,12.839102,80.05471,2846,52,0.4414782225592932,0,1,0,0,0,0,0,0,0
17129,1,8/15/2022,16:41:54,12.915648,80.103444,5339,53,0.5141512636215251,1,0,0,0,0,0,0,0,0
17130,2,8/15/2022,16:42:01,12.915821,80.10478,5339,50,0.5682091290949405,1,0,0,0,0,0,0,0,0
17131,2,8/15/2022,16:42:02,12.832896,80.048234,2846,58,0.3253616495871497,0,1,0,0,0,0,0,0,0
17132,1,8/15/2022,16:42:11,12.917051,80.107157,805,21,0.7496413857351546,1,0,0,0,0,0,0,0,0
17133,1,8/15/2022,16:42:15,12.917932,80.108412,805,53,0.5161621974289186,1,0,0,0,0,0,0,0,0
17134,2,8/15/2022,16:42:29,12.917932,80.108412,805,53,0.5161621974289186,1,0,0,0,0,0,0,0,0
17135,2,8/15/2022,16:42:49,12.921055,80.112067,805,59,0.40666016693149143,0,1,0,0,0,0,0,0,0
17136,1,8/15/2022,16:43:08,12.828146,80.043234,2846,52,0.4293244271596372,0,1,0,0,0,0,0,0,0
17137,2,8/15/2022,16:43:23,12.828146,80.043234,2846,52,0.4293244271596372,0,1,0,0,0,0,0,0,0
17138,1,8/15/2022,16:43:40,12.824789,80.040218,2846,57,0.3343897405628472,0,1,0,0,0,0,0,0,0
17139,1,8/15/2022,16:43:45,12.91761,80.10799,5339,43,0.6772587384096094,1,0,0,0,0,0,0,0,0
17140,1,8/15/2022,16:43:48,12.923239,80.114302,805,21,0.7498594486509267,1,0,0,0,0,0,0,0,0
17141,1,8/15/2022,16:43:58,12.924266,80.115306,805,49,0.5937532205736765,1,0,0,0,0,0,0,0,0
17142,2,8/15/2022,16:44:16,12.920278,80.111287,5339,57,0.4434980485306685,0,1,0,0,0,0,0,0,0
17143,1,8/15/2022,16:44:29,12.926855,80.117928,805,28,0.7747591993183778,1,0,0,0,0,0,0,0,0
17144,1,8/15/2022,16:44:45,12.819204,80.036259,2846,38,0.6551607863610426,1,0,0,0,0,0,0,0,0
17145,2,8/15/2022,16:45:11,12.817785,80.035219,2846,46,0.528119630270561,1,0,0,0,0,0,0,0,0
17146,1,8/15/2022,16:45:16,12.816044,80.034017,2846,59,0.2912011866446937,0,1,0,0,0,0,0,0,0
17147,1,8/15/2022,16:45:31,12.81413,80.032658,2846,57,0.322842984457353,0,1,0,0,0,0,0,0,0
17148,1,8/15/2022,16:45:35,12.925728,80.116826,5339,58,0.4307056050857954,0,1,0,0,0,0,0,0,0
17149,1,8/15/2022,16:45:38,12.929756,80.120827,805,1,0.494647463135656,0,1,0,1,0,0,0,0,0
17150,1,8/15/2022,16:45:38,12.929756,80.120827,805,1,0.494647463135656,0,1,0,1,0,0,0,0,0
17151,1,8/15/2022,16:45:51,12.93,80.121057,805,14,0.6865551531534366,1,0,0,1,0,0,0,0,0
17152,3,8/15/2022,16:46:03,12.927456,80.118552,5339,20,0.7431975854901173,1,0,0,0,0,0,0,0,0
17153,1,8/15/2022,16:46:25,12.92811,80.119169,5339,33,0.7674290012041133,1,0,0,0,0,0,0,0,0
17154,1,8/15/2022,16:46:45,12.932466,80.123551,805,43,0.689302207099805,1,0,0,0,0,0,0,0,0
17155,1,8/15/2022,16:48:22,12.932235,80.123358,5339,30,0.7758264268667855,1,0,0,0,0,0,0,0,0
17156,1,8/15/2022,16:48:49,12.936618,80.127416,805,24,0.7665460192484462,1,0,0,0,0,0,0,0,0
17157,1,8/15/2022,16:48:53,12.93776,80.128448,805,51,0.5737088006622173,1,0,0,0,0,0,0,0,0
17158,1,8/15/2022,16:49:24,12.941143,80.131613,805,58,0.4482267041834042,0,1,0,0,0,0,0,0,0
17159,1,8/15/2022,16:49:50,12.942703,80.133228,805,45,0.6721091705432084,1,0,0,0,0,0,0,0,0
17160,1,8/15/2022,16:50:24,12.936232,80.127165,5339,28,0.7768548338578414,1,0,0,0,0,0,0,0,0
17161,1,8/15/2022,16:50:28,12.946724,80.136582,805,51,0.5833018148207193,1,0,0,0,0,0,0,0,0
17162,1,8/15/2022,16:50:35,12.946724,80.136582,805,51,0.5833018148207193,1,0,0,0,0,0,0,0,0
17163,2,8/15/2022,16:51:23,12.772456,80.008442,2846,57,0.27875466372932417,0,1,0,0,0,0,0,0,0
17164,1,8/15/2022,16:51:28,12.772456,80.008442,2846,57,0.27875466372932417,0,1,0,0,0,0,0,0,0
